CHP_NonRetrofitted_Min_Power_300-660,CHP_NonRetrofitted_Min_Power_0-300,MLT_Band,predicted_loss,predicted_loss_lo95_lat,predicted_loss_hi95_lat,sigma_latent_std,sigma_predictive_std,in_S_0p05,in_S_0p1,in_S_0p2,in_S_0p3
0.43135290184857716,0.5873254807999623,0.3851440544818289,0.021316600890600536,0.021225832269144543,0.021407369512056525,0.015111793926184674,0.030322687794753146,false,false,false,false
0.3240422381226341,0.5143134221835701,0.14787580692562868,0.015739150474073187,0.015619714419134175,0.0158585865290122,0.019884548433622577,0.032962013679987474,false,false,false,false
0.4551799211043789,0.6629407230502875,0.0803463981702862,0.012542209780960574,0.01243841994296114,0.012645999618960006,0.017279656981900697,0.03145926929925024,false,false,false,true
0.6147341178601791,0.7246102745921901,0.35172716340986315,0.018278079555588238,0.018119944945702682,0.01843621416547379,0.026327354088402945,0.037205223460244755,false,false,false,false
0.3243141011318222,0.5192096980883141,0.08313894694171406,0.01342850965991436,0.013342606551300602,0.013514412768528116,0.014301749372927915,0.02992723031883578,false,false,false,true
0.533272454439011,0.35625380213365143,0.3758131321139259,0.021695807459947723,0.021575453335600663,0.021816161584294787,0.02003739503944131,0.03305444417014491,false,false,false,false
0.4911915502866676,0.39645217155673135,0.29309114734584374,0.01980349047714168,0.019732627878587403,0.01987435307569596,0.011797700232182198,0.02881466311097583,false,false,false,false
0.7285202830401173,0.63204777265671,0.10885986466633898,0.012311575562742955,0.01220189230694545,0.012421258818540459,0.018260834329939787,0.03200870428268078,false,false,true,true
0.6648079351747096,0.6279378364550883,0.3332916320148315,0.01802641570943688,0.017925790781452757,0.018127040637421005,0.01675274066237228,0.031172959422090505,false,false,false,false
0.7239766489832299,0.5315986170604673,0.3977661645645235,0.019357423101013054,0.019164047287372147,0.019550798914653958,0.032194555774613165,0.04156426952269554,false,false,false,false
0.7391750555895387,0.6945721773877986,0.21346669140844404,0.014659997511612748,0.014516804643808673,0.014803190379416823,0.023839748530319466,0.03548848671639111,false,false,false,false
0.5023217069225008,0.5672081880956563,0.250961004085552,0.01784114901929402,0.01777147199494276,0.017910826043645276,0.011600317560143536,0.02873441224258422,false,false,false,false
0.41900789134926464,0.3249058655473387,0.29312094309535996,0.020578517275311195,0.020489000282175287,0.0206680342684471,0.014903414103489528,0.03021937840807931,false,false,false,false
0.5965500089817146,0.6192522301016048,0.18784264173851273,0.015314326868517579,0.015243139847099626,0.015385513889935531,0.011851712415932013,0.02883681963428971,false,false,false,false
0.4549156035162527,0.34578325912196456,0.3479900255225056,0.021638592262293276,0.02154583095490039,0.02173135356968616,0.015443550195641344,0.03048938048035567,false,false,false,false
0.5519245606318659,0.3086217915337131,0.29429086158819484,0.020166384376361958,0.02006508397497891,0.020267684777745,0.016865198190572556,0.031233539495835103,false,false,false,false
